id;m_source;c_source;m_country_code;c_country_code;m_source_id;c_source_id;validation_status
2886683;AZT;CMA;LT;LT;475101302003;149762;barcode
2886687;AZT;CMA;LT;LT;477904892033;156939;barcode
2886688;AZT;CMA;LT;LT;477904892033;161159;barcode
2886689;AZT;CMA;LT;LT;477904892033;167281;barcode
2886693;AZT;CMA;LT;LT;220538;170806;barcode
2886720;AZT;BNU;LT;LT;732013301613;10060127;barcode
2886722;AZT;BNU;LT;LT;732013302115;10060131;barcode
2886728;AZT;BNU;LT;LT;732013301507;10018542;barcode
2886733;AZT;BNU;LT;LT;732013301453;10060124;barcode
2886736;AZT;BNU;LT;LT;732013250164;10060129;barcode
2886742;AZT;BNU;LT;LT;880932832171;10058973;barcode
2886743;AZT;BNU;LT;LT;732013301361;10044612;barcode
2886745;AZT;BNU;LT;LT;732013301354;10044610;barcode
2886748;AZT;BNU;LT;LT;732013250195;10060126;barcode
2886752;AZT;CMA;LT;LT;216294;149609;barcode
2886756;AZT;BNU;LT;LT;732013301378;10044611;barcode
2886761;AZT;BNU;LT;LT;732013301422;10044608;barcode
2886766;AZT;BNU;LT;LT;732013301552;10060119;barcode
2886771;AZT;CMA;LT;LT;590071715222;113701;barcode
2886777;AZT;BNU;LT;LT;732013301385;10060130;barcode
2886779;AZT;BNU;LT;LT;732013301194;10060128;barcode
2886781;AZT;BNU;LT;LT;732013301057;10060117;barcode
2886783;AZT;BNU;LT;LT;732013301040;10060122;barcode
2886785;AZT;BNU;LT;LT;732013301033;10060125;barcode
2886787;AZT;BNU;LT;LT;732013301026;10060121;barcode
2886789;AZT;BNU;LT;LT;732013301019;10060120;barcode
2886796;AZT;CMA;LT;LT;333787241268;160445;barcode
2886799;AZT;CMA;LT;LT;333787241268;166569;barcode
2886806;AZT;GIN;LT;LT;842595108880;38206;barcode
2886813;AZT;BNU;LT;LT;020000008707;10065652;barcode
2886815;AZT;CMA;LT;LT;570893200691;87905;barcode
2886817;AZT;CMA;LT;LT;590071715061;97082;barcode
2886821;AZT;CMA;LT;LT;590071715202;94162;barcode
2886825;AZT;CMA;LT;LT;590071715231;89833;barcode
2886833;AZT;CMA;LT;LT;590071715071;106280;barcode
2886840;AZT;GIN;LT;LT;883205101617;34973;barcode
2886841;AZT;CMA;LT;LT;048937;157079;barcode
2886842;AZT;CMA;LT;LT;048937;159511;barcode
2886844;AZT;CMA;LT;LT;048937;165633;barcode
2886851;AZT;CMA;LT;LT;477016109500;169697;barcode
2886865;AZT;BNU;LT;LT;087614025186;10031946;barcode
2886875;AZT;CMA;LT;LT;015235;82946;barcode
2886881;AZT;GIN;LT;LT;506057461567;32282;barcode
2886885;AZT;BNU;LT;LT;015238;10001522;barcode
2886888;AZT;CMA;LT;LT;015239;83629;barcode
2886892;AZT;CMA;LT;LT;842007518032;170032;barcode
2886894;AZT;CMA;LT;LT;842007518031;170906;barcode
2886897;AZT;CMA;LT;LT;842007518030;170907;barcode
2886920;AZT;CMA;LT;LT;477903666013;105154;barcode
2886930;AZT;CMA;LT;LT;505777811006;165546;barcode
2886932;AZT;CMA;LT;LT;505777808122;156931;barcode
2886933;AZT;CMA;LT;LT;505777808122;161150;barcode
2886934;AZT;CMA;LT;LT;505777808122;167272;barcode
2886937;AZT;CMA;LT;LT;505777808123;156932;barcode
2886938;AZT;CMA;LT;LT;505777808123;161151;barcode
2886941;AZT;CMA;LT;LT;505777808123;167273;barcode
2886943;AZT;CMA;LT;LT;505777810030;156920;barcode
2886944;AZT;CMA;LT;LT;505777810030;161139;barcode
2886954;AZT;CMA;LT;LT;505777811007;165547;barcode
2886959;AZT;CMA;LT;LT;764998934704;114586;barcode
2886981;AZT;CMA;LT;LT;220000;149764;barcode
2886982;AZT;CMA;LT;LT;761890092001;170882;barcode
2886985;AZT;CMA;LT;LT;220736;169839;barcode
2886987;AZT;CMA;LT;LT;505777810035;156924;barcode
2886988;AZT;CMA;LT;LT;505777810035;161143;barcode
2886990;AZT;CMA;LT;LT;505777810035;167265;barcode
2886991;AZT;CMA;LT;LT;505777808129;170353;barcode
2886994;AZT;CMA;LT;LT;505777808125;170352;barcode
2886997;AZT;BNU;LT;LT;505777808124;10067931;barcode
2887000;AZT;BNU;LT;LT;400515;10000302;barcode
2887001;AZT;CMA;LT;LT;401043920128;83316;barcode
2887003;AZT;CMA;LT;LT;402979916057;82110;barcode
2887008;AZT;CMA;LT;LT;477016109508;89261;barcode
2887012;AZT;CMA;LT;LT;477016109509;89654;barcode
2887015;AZT;CMA;LT;LT;731079126014;84142;barcode
2887017;AZT;CMA;LT;LT;732254005491;84040;barcode
2887021;AZT;CMA;LT;LT;732254007925;85452;barcode
2887025;AZT;CMA;LT;LT;732254041943;90155;barcode
2887031;AZT;CMA;LT;LT;761890070501;170884;barcode
2887032;AZT;GIN;LT;LT;590071715081;25031;barcode
2887033;AZT;CMA;LT;LT;590071715081;113176;barcode
2887035;AZT;BNU;LT;LT;590071715081;10057886;barcode
2887039;AZT;CMA;LT;LT;732254005489;84041;barcode
2887043;AZT;CMA;LT;LT;340136025322;102235;barcode
2887053;AZT;CMA;LT;LT;328277007411;149276;barcode
2887054;AZT;CMA;LT;LT;366039850193;155067;barcode
2887055;AZT;CMA;LT;LT;366039850193;159857;barcode
2887057;AZT;BNU;LT;LT;366039850193;10031928;barcode
2887058;AZT;CMA;LT;LT;366039850193;165979;barcode
2887060;AZT;CMA;LT;LT;843657163035;106868;barcode
2887068;AZT;CMA;LT;LT;340134128642;94331;barcode
2887070;AZT;CMA;LT;LT;340134132968;94032;barcode
2887072;AZT;CMA;LT;LT;340134246353;87741;barcode
2887087;AZT;CMA;LT;LT;763001990220;96896;barcode
2887090;AZT;CMA;LT;LT;763001990222;96897;barcode
2887091;AZT;GIN;LT;LT;843700043501;29240;barcode
2887096;AZT;CMA;LT;LT;763001990144;152935;barcode
2887107;AZT;CMA;LT;LT;220002;169989;barcode
2887108;AZT;BNU;LT;LT;220703;10066767;barcode
2887114;AZT;CMA;LT;LT;220001;169701;barcode
2887122;AZT;CMA;LT;LT;477903795015;101144;barcode
2887137;AZT;GIN;LT;LT;087614014241;27246;barcode
2887147;AZT;CMA;LT;LT;4751020310841;106919;barcode
2887187;AZT;CMA;LT;LT;100000164635;156760;barcode
2887188;AZT;CMA;LT;LT;100000164635;160995;barcode
2887189;AZT;CMA;LT;LT;100000164635;167117;barcode
2887197;AZT;CMA;LT;LT;219999;169833;barcode
2887206;AZT;BNU;LT;LT;641622751482;10057718;barcode
2887207;AZT;CMA;LT;LT;641622751482;152898;barcode
2887211;AZT;CMA;LT;LT;403085504549;97404;barcode
2887213;AZT;GIN;LT;LT;217742;35391;barcode
2887214;AZT;CMA;LT;LT;217742;150998;barcode
2887218;AZT;GIN;LT;LT;505777811101;36212;barcode
2887232;AZT;BNU;LT;LT;735001255085;10004007;barcode
2887235;AZT;CMA;LT;LT;042176;83083;barcode
2887239;AZT;GIN;LT;LT;070942304160;24057;barcode
2887241;AZT;GIN;LT;LT;477903795024;24994;barcode
2887243;AZT;CMA;LT;LT;477903795024;101145;barcode
2887246;AZT;BNU;LT;LT;732013250218;10044609;barcode
2887252;AZT;BNU;LT;LT;732013250171;10060132;barcode
2887255;AZT;CMA;LT;LT;802349601105;88666;barcode
2887261;AZT;GIN;LT;LT;070942304795;27791;barcode
2887267;AZT;CMA;LT;LT;871830970023;94311;barcode
2887271;AZT;GIN;LT;LT;206996;23771;barcode
2887275;AZT;GIN;LT;LT;340136023809;25229;barcode
2887285;AZT;CMA;LT;LT;212023;104761;barcode
2887288;AZT;CMA;LT;LT;570207138005;106302;barcode
2887297;AZT;CMA;LT;LT;358291008899;163846;barcode
2887301;AZT;CMA;LT;LT;847000363515;153193;barcode
2887305;AZT;CMA;LT;LT;842997941731;153197;barcode
2887309;AZT;BNU;LT;LT;502126522352;10004369;barcode
2887312;AZT;CMA;LT;LT;502126522352;81630;barcode
2887316;AZT;CMA;LT;LT;731740000244;87783;barcode
2887320;AZT;CMA;LT;LT;502126524343;81744;barcode
2887324;AZT;CMA;LT;LT;707086600390;86841;barcode
2887328;AZT;BNU;LT;LT;702815663021;10000283;barcode
2887331;AZT;CMA;LT;LT;570207135734;81231;barcode
2887335;AZT;CMA;LT;LT;694436388092;88848;barcode
2887338;AZT;CMA;LT;LT;501109110260;88182;barcode
2887343;AZT;BNU;LT;LT;477903068023;10014024;barcode
2887344;AZT;BNU;LT;LT;477903352022;10018963;barcode
2887345;AZT;GIN;LT;LT;477903352022;20321;barcode
2887346;AZT;CMA;LT;LT;477903352022;96524;barcode
2887347;AZT;GIN;LT;LT;477901799294;23143;barcode
2887349;AZT;BNU;LT;LT;477901799294;10018922;barcode
2887354;AZT;CMA;LT;LT;477902838024;149719;barcode
2887357;AZT;CMA;LT;LT;477901799337;152756;barcode
2887362;AZT;GIN;LT;LT;477131630513;26020;barcode
2887364;AZT;CMA;LT;LT;477131630513;85515;barcode
2887368;AZT;CMA;LT;LT;400414805707;85754;barcode
2887370;AZT;CMA;LT;LT;333787577779;102325;barcode
2887373;AZT;CMA;LT;LT;400414804734;154891;barcode
2887374;AZT;CMA;LT;LT;400414804734;159535;barcode
2887375;AZT;CMA;LT;LT;400414804734;165657;barcode
2887381;AZT;CMA;LT;LT;400030713108;169796;barcode
2887382;AZT;CMA;LT;LT;641777813353;171023;barcode
2887384;AZT;CMA;LT;LT;359589021037;93933;barcode
2887389;AZT;CMA;LT;LT;520037539941;160079;barcode
2887392;AZT;CMA;LT;LT;520037539941;166202;barcode
2887395;AZT;CMA;LT;LT;357705158452;85583;barcode
2887398;AZT;CMA;LT;LT;707086603468;155217;barcode
2887399;AZT;CMA;LT;LT;707086603468;160196;barcode
2887400;AZT;CMA;LT;LT;707086603468;166321;barcode
2887402;AZT;GIN;LT;LT;707086603468;39488;barcode
2887404;AZT;CMA;LT;LT;354055000018;155770;barcode
2887405;AZT;CMA;LT;LT;354055000018;160744;barcode
2887408;AZT;CMA;LT;LT;354055000018;166863;barcode
2887414;AZT;CMA;LT;LT;739347180060;159364;barcode
2887415;AZT;CMA;LT;LT;739347180060;161235;barcode
2887416;AZT;BNU;LT;LT;739347180060;10061292;barcode
2887417;AZT;CMA;LT;LT;739347180060;167356;barcode
2887419;AZT;CMA;LT;LT;354055001086;155768;barcode
2887420;AZT;CMA;LT;LT;354055001086;160742;barcode
2887424;AZT;CMA;LT;LT;354055001086;166861;barcode
2887426;AZT;CMA;LT;LT;333787575766;152396;barcode
2887429;AZT;BNU;LT;LT;570207150077;10056651;barcode
2887430;AZT;GIN;LT;LT;570207150077;38349;barcode
2887431;AZT;CMA;LT;LT;570207150077;151600;barcode
2887433;AZT;GIN;LT;LT;475101750009;37655;barcode
2887434;AZT;CMA;LT;LT;475101750009;152838;barcode
2887435;AZT;BNU;LT;LT;475101750009;10053039;barcode
2887436;AZT;CMA;LT;LT;474150550683;156766;barcode
2887437;AZT;CMA;LT;LT;474150550683;161001;barcode
2887439;AZT;CMA;LT;LT;474150550683;167123;barcode
2887441;AZT;GIN;LT;LT;500107;25681;barcode
2887443;AZT;CMA;LT;LT;500107;84107;barcode
2887448;AZT;CMA;LT;LT;570207150092;151597;barcode
2887451;AZT;CMA;LT;LT;842997935535;153189;barcode
2887453;AZT;CMA;LT;LT;842997942563;153187;barcode
2887455;AZT;CMA;LT;LT;847000166942;153186;barcode
2887457;AZT;CMA;LT;LT;426068908988;155133;barcode
2887458;AZT;CMA;LT;LT;426068908988;160094;barcode
2887462;AZT;CMA;LT;LT;426068908988;166219;barcode
2887466;AZT;CMA;LT;LT;477016110318;150819;barcode
2887469;AZT;CMA;LT;LT;590620402082;150216;barcode
2887477;AZT;CMA;LT;LT;340136016786;151702;barcode
2887480;AZT;CMA;LT;LT;333787558358;149720;barcode
2887481;AZT;GIN;LT;LT;333787558358;33103;barcode
2887486;AZT;CMA;LT;LT;333787561366;149722;barcode
2887495;AZT;CMA;LT;LT;474160923151;170335;barcode
2887499;AZT;CMA;LT;LT;474160924301;170336;barcode
2887500;AZT;CMA;LT;LT;401016000049;151878;barcode
2887505;AZT;CMA;LT;LT;477016110212;114049;barcode
2887508;AZT;CMA;LT;LT;843657163081;114131;barcode
2887514;AZT;CMA;LT;LT;843657163080;114128;barcode
2887519;AZT;CMA;LT;LT;477902855233;107293;barcode
2887524;AZT;CMA;LT;LT;354055000948;151662;barcode
2887529;AZT;CMA;LT;LT;477129530588;106035;barcode
2887530;AZT;GIN;LT;LT;477129530582;25246;barcode
2887531;AZT;BNU;LT;LT;477129530582;10007255;barcode
2887533;AZT;CMA;LT;LT;477129530582;105809;barcode
2887537;AZT;CMA;LT;LT;400580021164;107147;barcode
2887539;AZT;CMA;LT;LT;569054885844;94024;barcode
2887543;AZT;CMA;LT;LT;340136003311;101222;barcode
2887559;AZT;CMA;LT;LT;590473087600;143467;barcode
2887569;AZT;CMA;LT;LT;707086602657;106336;barcode
2887571;AZT;GIN;LT;LT;707086601973;27994;barcode
2887575;AZT;GIN;LT;LT;426031216038;24466;barcode
2887577;AZT;BNU;LT;LT;426031216038;10003594;barcode
2887578;AZT;CMA;LT;LT;426031216038;152335;barcode
2887582;AZT;CMA;LT;LT;764015306115;104760;barcode
2887584;AZT;GIN;LT;LT;400580022078;30896;barcode
2887585;AZT;CMA;LT;LT;400580022078;106786;barcode
2887586;AZT;BNU;LT;LT;400580022078;10033206;barcode
2887590;AZT;CMA;LT;LT;900544178254;94932;barcode
2887591;AZT;CMA;LT;LT;477902855116;94110;barcode
2887595;AZT;CMA;LT;LT;354055000023;155771;barcode
2887596;AZT;CMA;LT;LT;354055000023;160745;barcode
2887600;AZT;CMA;LT;LT;354055000023;166864;barcode
2887601;AZT;CMA;LT;LT;474150550469;156772;barcode
2887602;AZT;CMA;LT;LT;474150550469;161007;barcode
2887604;AZT;CMA;LT;LT;474150550469;167129;barcode
2887606;AZT;CMA;LT;LT;366146700060;104876;barcode
2887609;AZT;CMA;LT;LT;477016110305;150816;barcode
2887611;AZT;CMA;LT;LT;477905239011;165461;barcode
2887614;AZT;CMA;LT;LT;477016110251;150809;barcode
2887617;AZT;CMA;LT;LT;569054885687;155085;barcode
2887618;AZT;CMA;LT;LT;569054885687;159918;barcode
2887621;AZT;CMA;LT;LT;569054885687;166040;barcode
2887622;AZT;BNU;LT;LT;569054885687;10039993;barcode
2887624;AZT;CMA;LT;LT;694436388091;88847;barcode
2887628;AZT;CMA;LT;LT;6430036090081;107144;barcode
2887631;AZT;CMA;LT;LT;477905239017;165466;barcode
2887633;AZT;GIN;LT;LT;764015306099;24707;barcode
2887634;AZT;BNU;LT;LT;764015306099;10018350;barcode
2887635;AZT;CMA;LT;LT;764015306099;100650;barcode
2887638;AZT;BNU;LT;LT;474160923211;10066834;barcode
2887639;AZT;CMA;LT;LT;474160923211;152995;barcode
2887643;AZT;CMA;LT;LT;474160922101;152059;barcode
2887644;AZT;GIN;LT;LT;474160924164;30705;barcode
2887646;AZT;CMA;LT;LT;474160924164;170343;barcode
2887649;AZT;BNU;LT;LT;760999915117;10000722;barcode
2887650;AZT;CMA;LT;LT;760999915117;107292;barcode
2887653;AZT;CMA;LT;LT;764015306117;152757;barcode
2887655;AZT;CMA;LT;LT;401016039323;86720;barcode
2887659;AZT;CMA;LT;LT;474150564114;156764;barcode
2887660;AZT;CMA;LT;LT;474150564114;160999;barcode
2887662;AZT;CMA;LT;LT;474150564114;167121;barcode
2887663;AZT;GIN;LT;LT;764015306116;28714;barcode
2887666;AZT;CMA;LT;LT;764015306116;104763;barcode
2887669;AZT;BNU;LT;LT;474160923221;10066833;barcode
2887670;AZT;CMA;LT;LT;474160923221;152064;barcode
2887674;AZT;CMA;LT;LT;477131631147;106861;barcode
2887678;AZT;CMA;LT;LT;474160922105;152060;barcode
2887682;AZT;CMA;LT;LT;401016044607;106969;barcode
2887687;AZT;GIN;LT;LT;477903297020;23808;barcode
2887688;AZT;CMA;LT;LT;477903297020;94699;barcode
2887695;AZT;APO;LT;LT;506013003181;pmm0191851lt;barcode
2887696;AZT;GIN;LT;LT;506013003226;24075;barcode
2887697;AZT;CMA;LT;LT;506013003223;148598;barcode
2887700;AZT;CMA;LT;LT;401560080692;107099;barcode
2887701;AZT;CMA;LT;LT;505456301124;96976;barcode
2887703;AZT;CMA;LT;LT;842874928300;105890;barcode
2887704;AZT;CMA;LT;LT;842874928320;105891;barcode
2887708;AZT;CMA;LT;LT;859602400644;105151;barcode
2887713;AZT;CMA;LT;LT;205458;168527;barcode
2887715;AZT;CMA;LT;LT;205470;155059;barcode
2887716;AZT;CMA;LT;LT;205470;159850;barcode
2887719;AZT;CMA;LT;LT;205470;165972;barcode
2887725;AZT;CMA;LT;LT;357466128722;106238;barcode
2887728;AZT;CMA;LT;LT;357466128509;106260;barcode
2887731;AZT;CMA;LT;LT;357466128834;106239;barcode
2887733;AZT;CMA;LT;LT;357466129350;106241;barcode
2887736;AZT;CMA;LT;LT;357466135890;106262;barcode
2887737;AZT;CMA;LT;LT;505456303897;106157;barcode
2887741;AZT;CMA;LT;LT;505456303900;106158;barcode
2887746;AZT;CMA;LT;LT;900224000113;90055;barcode
2887748;AZT;CMA;LT;LT;900224000134;90644;barcode
2887751;AZT;CMA;LT;LT;900224000901;90736;barcode
2887754;AZT;GIN;LT;LT;728001015922;25047;barcode
2887759;AZT;BNU;LT;LT;358218600310;10000372;barcode
2887761;AZT;CMA;LT;LT;358218600310;104209;barcode
2887762;AZT;CMA;LT;LT;590169181146;152220;barcode
2887767;AZT;CMA;LT;LT;764015306141;105874;barcode
2887770;AZT;CMA;LT;LT;400414833240;152264;barcode
2887774;AZT;CMA;LT;LT;400414832633;152263;barcode
2887776;AZT;CMA;LT;LT;402082970713;155318;barcode
2887777;AZT;CMA;LT;LT;402082970713;160296;barcode
2887778;AZT;CMA;LT;LT;402082970713;166421;barcode
2887780;AZT;CMA;LT;LT;205472;155058;barcode
2887781;AZT;CMA;LT;LT;205472;159849;barcode
2887785;AZT;CMA;LT;LT;205472;165971;barcode
2887786;AZT;CMA;LT;LT;205478;155051;barcode
2887787;AZT;CMA;LT;LT;205478;159842;barcode
2887791;AZT;CMA;LT;LT;205478;165964;barcode
2887792;AZT;CMA;LT;LT;205482;155048;barcode
2887793;AZT;CMA;LT;LT;205482;159839;barcode
2887797;AZT;CMA;LT;LT;205482;165961;barcode
2887801;AZT;CMA;LT;LT;000000213565;170899;barcode
2887829;AZT;BNU;LT;LT;802904111157;10056590;barcode
2887838;AZT;CMA;LT;LT;842874971060;105905;barcode
2887839;AZT;BNU;LT;LT;802904111151;10056592;barcode
2887843;AZT;CMA;LT;LT;590071757181;156582;barcode
2887844;AZT;CMA;LT;LT;590071757181;160849;barcode
2887846;AZT;CMA;LT;LT;590071757181;166968;barcode
2887851;AZT;CMA;LT;LT;590071757071;156573;barcode
2887852;AZT;CMA;LT;LT;590071757071;160840;barcode
2887853;AZT;CMA;LT;LT;590071757071;166959;barcode
2887856;AZT;CMA;LT;LT;590071757011;156576;barcode
2887857;AZT;CMA;LT;LT;590071757011;160843;barcode
2887859;AZT;CMA;LT;LT;590071757011;166962;barcode
2887860;AZT;CMA;LT;LT;590071757041;156571;barcode
2887861;AZT;CMA;LT;LT;590071757041;160838;barcode
2887863;AZT;CMA;LT;LT;590071757041;166957;barcode
2887865;AZT;CMA;LT;LT;770201802067;102147;barcode
2887866;AZT;CMA;LT;LT;402082906313;155330;barcode
2887867;AZT;CMA;LT;LT;402082906313;160308;barcode
2887868;AZT;CMA;LT;LT;402082906313;166433;barcode
2887869;AZT;CMA;LT;LT;842874976800;106072;barcode
2887872;AZT;CMA;LT;LT;357466147118;106243;barcode
2887874;AZT;CMA;LT;LT;570207600765;150006;barcode
2887877;AZT;CMA;LT;LT;570207600771;106505;barcode
2887882;AZT;CMA;LT;LT;370112980117;151251;barcode
2887884;AZT;CMA;LT;LT;590071757191;156581;barcode
2887885;AZT;CMA;LT;LT;590071757191;160848;barcode
2887887;AZT;CMA;LT;LT;590071757191;166967;barcode
2887889;AZT;CMA;LT;LT;590071757051;156572;barcode
2887890;AZT;CMA;LT;LT;590071757051;160839;barcode
2887892;AZT;CMA;LT;LT;590071757051;166958;barcode
2887896;AZT;CMA;LT;LT;805141723586;153109;barcode
2887897;AZT;CMA;LT;LT;590071757233;156580;barcode
2887898;AZT;CMA;LT;LT;590071757233;160847;barcode
2887900;AZT;CMA;LT;LT;590071757233;166966;barcode
2887901;AZT;CMA;LT;LT;590071757021;156577;barcode
2887902;AZT;CMA;LT;LT;590071757021;160844;barcode
2887904;AZT;CMA;LT;LT;590071757021;166963;barcode
2887905;AZT;CMA;LT;LT;402082906262;155328;barcode
2887906;AZT;CMA;LT;LT;402082906262;160306;barcode
2887907;AZT;CMA;LT;LT;402082906262;166431;barcode
2887909;AZT;CMA;LT;LT;805141723588;153110;barcode
2887910;AZT;CMA;LT;LT;590071757111;156578;barcode
2887911;AZT;CMA;LT;LT;590071757111;160845;barcode
2887913;AZT;CMA;LT;LT;590071757111;166964;barcode
2887914;AZT;CMA;LT;LT;401636961952;106247;barcode
2887917;AZT;CMA;LT;LT;842874978500;106455;barcode
2887919;AZT;CMA;LT;LT;842874978490;106456;barcode
2887921;AZT;CMA;LT;LT;842874978510;106454;barcode
2887923;AZT;CMA;LT;LT;590071716005;107062;barcode
2887927;AZT;CMA;LT;LT;590071714241;107111;barcode
2887930;AZT;CMA;LT;LT;871854667017;149132;barcode
2887931;AZT;CMA;LT;LT;590340701653;106689;barcode
2887934;AZT;CMA;LT;LT;590071714007;107063;barcode
2887939;AZT;CMA;LT;LT;728001016049;106149;barcode
2887943;AZT;CMA;LT;LT;366355500262;106479;barcode
2887944;AZT;CMA;LT;LT;521300687021;156616;barcode
2887945;AZT;CMA;LT;LT;521300687021;160019;barcode
2887949;AZT;CMA;LT;LT;521300687021;166141;barcode
2887954;AZT;CMA;LT;LT;475100982556;155315;barcode
2887955;AZT;CMA;LT;LT;475100982556;160293;barcode
2887956;AZT;CMA;LT;LT;475100982556;166418;barcode
2887957;AZT;CMA;LT;LT;475100982554;155305;barcode
2887958;AZT;CMA;LT;LT;475100982554;160283;barcode
2887959;AZT;CMA;LT;LT;475100982554;166408;barcode
2887960;AZT;CMA;LT;LT;475100982555;155307;barcode
2887961;AZT;CMA;LT;LT;475100982555;160285;barcode
2887962;AZT;CMA;LT;LT;475100982555;166410;barcode
2887963;AZT;CMA;LT;LT;475100982594;155294;barcode
2887964;AZT;CMA;LT;LT;475100982594;160272;barcode
2887965;AZT;CMA;LT;LT;475100982594;166397;barcode
2887966;AZT;CMA;LT;LT;475100982593;155298;barcode
2887967;AZT;CMA;LT;LT;475100982593;160276;barcode
2887968;AZT;CMA;LT;LT;475100982593;166401;barcode
2887973;AZT;CMA;LT;LT;802796944304;163718;barcode
2887979;AZT;CMA;LT;LT;400580022086;106785;barcode
2887997;AZT;CMA;LT;LT;502180745500;113834;barcode
2888015;AZT;GIN;LT;LT;402840312233;30708;barcode
2888016;AZT;BNU;LT;LT;366143400783;10031904;barcode
2888017;AZT;CMA;LT;LT;366143400783;107038;barcode
2888020;AZT;CMA;LT;LT;366236100092;151715;barcode
2888026;AZT;CMA;LT;LT;366236100093;163774;barcode
2888030;AZT;CMA;LT;LT;366236100040;160029;barcode
2888031;AZT;CMA;LT;LT;366236100040;166151;barcode
2888040;AZT;CMA;LT;LT;506046666246;155749;barcode
2888041;AZT;CMA;LT;LT;506046666246;160723;barcode
2888043;AZT;BNU;LT;LT;506046666246;10074217;barcode
2888045;AZT;CMA;LT;LT;520127907546;153040;barcode
2888048;AZT;CMA;LT;LT;475103392023;170905;barcode
2888051;AZT;CMA;LT;LT;642483500121;113582;barcode
2888056;AZT;CMA;LT;LT;328277020949;106128;barcode
2888059;AZT;BNU;LT;LT;350824000900;10038668;barcode
2888063;AZT;CMA;LT;LT;570207138943;150041;barcode
2888088;AZT;BNU;LT;LT;370028170419;10060111;barcode
2888089;AZT;CMA;LT;LT;370028170419;151331;barcode
2888090;AZT;BNU;LT;LT;370028170404;10060110;barcode
2888091;AZT;CMA;LT;LT;370028170404;151330;barcode
2888096;AZT;CMA;LT;LT;357194000281;150380;barcode
2888099;AZT;CMA;LT;LT;357194000280;150381;barcode
2888103;AZT;CMA;LT;LT;366236100120;151720;barcode
2888105;AZT;CMA;LT;LT;366236100119;155136;barcode
2888106;AZT;CMA;LT;LT;366236100119;160110;barcode
2888109;AZT;CMA;LT;LT;366236100119;166235;barcode
2888111;AZT;BNU;LT;LT;354055000945;10049161;barcode
2888116;AZT;CMA;LT;LT;570945500713;152959;barcode
2888117;AZT;CMA;LT;LT;328277014105;160082;barcode
2888119;AZT;CMA;LT;LT;328277014105;166205;barcode
2888122;AZT;CMA;LT;LT;333787572252;149728;barcode
2888124;AZT;CMA;LT;LT;880932832446;170646;barcode
2888125;AZT;BNU;LT;LT;880932832446;10057919;barcode
2888128;AZT;BNU;LT;LT;880932832401;10058967;barcode
2888130;AZT;BNU;LT;LT;477903352058;10065648;barcode
2888131;AZT;GIN;LT;LT;477903352057;32803;barcode
2888134;AZT;BNU;LT;LT;477903352056;10065646;barcode
2888138;AZT;CMA;LT;LT;340134403746;154889;barcode
2888139;AZT;CMA;LT;LT;340134403746;159532;barcode
2888141;AZT;CMA;LT;LT;340134403746;165654;barcode
2888145;AZT;CMA;LT;LT;401636956196;150382;barcode
2888146;AZT;BNU;LT;LT;477904525127;10049057;barcode
2888148;AZT;CMA;LT;LT;402082908054;155339;barcode
2888149;AZT;CMA;LT;LT;402082908054;160317;barcode
2888150;AZT;CMA;LT;LT;402082908054;166442;barcode
2888151;AZT;CMA;LT;LT;402082908049;155326;barcode
2888152;AZT;CMA;LT;LT;402082908049;160304;barcode
2888153;AZT;CMA;LT;LT;402082908049;166429;barcode
2888154;AZT;BNU;LT;LT;477904525450;10061365;barcode
2888156;AZT;BNU;LT;LT;477904525249;10049055;barcode
2888157;AZT;BNU;LT;LT;477904525136;10049063;barcode
2888158;AZT;BNU;LT;LT;477904525126;10061364;barcode
2888159;AZT;BNU;LT;LT;477904525125;10049056;barcode
2888166;AZT;CMA;LT;LT;328277013918;151111;barcode
2888171;AZT;CMA;LT;LT;477016110288;150829;barcode
2888182;AZT;BNU;LT;LT;354055000962;10049165;barcode
2888187;AZT;CMA;LT;LT;7010421;160817;barcode
2888188;AZT;CMA;LT;LT;7010421;166936;barcode
2888189;AZT;BNU;LT;LT;7010421;10066819;barcode
2888190;AZT;CMA;LT;LT;7010424;160820;barcode
2888191;AZT;BNU;LT;LT;7010424;10066821;barcode
2888192;AZT;CMA;LT;LT;7010424;166939;barcode
2888193;AZT;CMA;LT;LT;7010431;156559;barcode
2888194;AZT;CMA;LT;LT;7010431;160827;barcode
2888195;AZT;CMA;LT;LT;7010431;166946;barcode
2888196;AZT;BNU;LT;LT;7010431;10066810;barcode
2888197;AZT;CMA;LT;LT;7010428;156556;barcode
2888198;AZT;CMA;LT;LT;7010428;160824;barcode
2888199;AZT;BNU;LT;LT;7010428;10066807;barcode
2888200;AZT;CMA;LT;LT;7010428;166943;barcode
2888201;AZT;CMA;LT;LT;7010432;156560;barcode
2888202;AZT;CMA;LT;LT;7010432;160828;barcode
2888203;AZT;CMA;LT;LT;7010432;166947;barcode
2888204;AZT;BNU;LT;LT;7010432;10066812;barcode
2888205;AZT;CMA;LT;LT;7010433;160829;barcode
2888206;AZT;CMA;LT;LT;7010433;166948;barcode
2888207;AZT;BNU;LT;LT;7010433;10066794;barcode
2888208;AZT;CMA;LT;LT;7010435;156563;barcode
2888209;AZT;CMA;LT;LT;7010435;160831;barcode
2888210;AZT;CMA;LT;LT;7010435;166950;barcode
