id;m_source;c_source;m_country_code;c_country_code;m_source_id;c_source_id;validation_status
3235613;AZT;CMA;LT;LT;506057461569;181325;barcode
3235614;AZT;CMA;LT;LT;506057461835;181329;barcode
3235615;AZT;CMA;LT;LT;506057461832;181344;barcode
3235616;AZT;CMA;LT;LT;506057461575;181326;barcode
3235617;AZT;CMA;LT;LT;506057461573;181333;barcode
3235618;AZT;CMA;LT;LT;506057461571;181328;barcode
3235619;AZT;CMA;LT;LT;506057461564;181336;barcode
3235620;AZT;CMA;LT;LT;506057461565;181335;barcode
3235622;AZT;CMA;LT;LT;506057461572;181332;barcode
3235623;AZT;CMA;LT;LT;506057461836;181330;barcode
3235624;AZT;CMA;LT;LT;506057461567;181334;barcode
3235625;AZT;CMA;LT;LT;506057461570;181331;barcode
3235626;AZT;BNU;LT;LT;842874966630;10034814;barcode
3235627;AZT;BNU;LT;LT;842874966650;10034816;barcode
3235628;AZT;CMA;LT;LT;044677205405;167296;barcode
3235633;AZT;CMA;LT;LT;590051669688;172086;barcode
3235639;AZT;CMA;LT;LT;506057461577;181327;barcode
3235640;AZT;CMA;LT;LT;506057461576;181343;barcode
3235646;AZT;CMA;LT;LT;383007047175;152332;barcode
3235651;AZT;CMA;LT;LT;800092121700;163739;barcode
3235653;AZT;CMA;LT;LT;842595109078;152496;barcode
3235654;AZT;CMA;LT;LT;842595108880;152492;barcode
3235655;AZT;CMA;LT;LT;842595108477;152491;barcode
3235656;AZT;CMA;LT;LT;072239318867;152124;barcode
3235657;AZT;CMA;LT;LT;219974;166741;barcode
3235661;AZT;CMA;LT;LT;206092;95378;barcode
3235670;AZT;CMA;LT;LT;044461;178623;barcode
3235677;AZT;CMA;LT;LT;477154422615;171916;barcode
3235678;AZT;CMA;LT;LT;210774;168895;barcode
3235688;AZT;CMA;LT;LT;003496654565;176564;barcode
3235694;AZT;CMA;LT;LT;732013301361;165667;barcode
3235697;AZT;CMA;LT;LT;366146700229;155407;barcode
3235698;AZT;CMA;LT;LT;366146700229;160385;barcode
3235701;AZT;CMA;LT;LT;366146700229;166510;barcode
3235702;AZT;CMA;LT;LT;087614190228;167395;barcode
3235706;AZT;CMA;LT;LT;073373901650;152584;barcode
3235708;AZT;CMA;LT;LT;477016110242;152912;barcode
3235711;AZT;CMA;LT;LT;211673;152848;barcode
3235721;AZT;CMA;LT;LT;340136021584;181239;barcode
3235722;AZT;CMA;LT;LT;340136023809;181229;barcode
3235723;AZT;CMA;LT;LT;066117601295;170428;barcode
3235724;AZT;CMA;LT;LT;066117601292;170429;barcode
3235727;AZT;CMA;LT;LT;818230020862;178526;barcode
3235735;AZT;CMA;LT;LT;805032768172;107002;barcode
3235737;AZT;CMA;LT;LT;590202646291;151334;barcode
3235739;AZT;CMA;LT;LT;340381382124;181228;barcode
3235743;AZT;GIN;LT;LT;805141782123;33543;barcode
3235744;AZT;CMA;LT;LT;328277107960;171227;barcode
3235745;AZT;CMA;LT;LT;328277940544;171281;barcode
3235746;AZT;CMA;LT;LT;230309;171175;barcode
3235747;AZT;CMA;LT;LT;230313;181321;barcode
3235748;AZT;CMA;LT;LT;676280039957;170260;barcode
3235750;AZT;CMA;LT;LT;520127907305;153044;barcode
3235751;AZT;CMA;LT;LT;400163850195;171690;barcode
3235753;AZT;CMA;LT;LT;732013301330;166191;barcode
3235754;AZT;CMA;LT;LT;661176013692;170426;barcode
3235755;AZT;CMA;LT;LT;661176013685;170424;barcode
3235756;AZT;CMA;LT;LT;697045007486;153182;barcode
3235758;AZT;CMA;LT;LT;340136003127;181237;barcode
3235760;AZT;CMA;LT;LT;697045005659;153183;barcode
3235761;AZT;CMA;LT;LT;697045007752;153174;barcode
3235762;AZT;CMA;LT;LT;697045003891;153184;barcode
3235763;AZT;CMA;LT;LT;697045003877;153180;barcode
3235772;AZT;CMA;LT;LT;380101700001;171202;barcode
3235775;AZT;CMA;LT;LT;380003871988;171204;barcode
3235782;AZT;CMA;LT;LT;400163853024;171683;barcode
3235791;AZT;BNU;LT;LT;220351;10080629;barcode
3235796;AZT;CMA;LT;LT;220464;171705;barcode
3235798;AZT;CMA;LT;LT;220497;171218;barcode
3235806;AZT;CMA;LT;LT;590259671121;176558;barcode
3235807;AZT;CMA;LT;LT;590259671123;176557;barcode
3235808;AZT;CMA;LT;LT;590259671190;176562;barcode
3235809;AZT;CMA;LT;LT;590746754498;176561;barcode
3235810;AZT;CMA;LT;LT;590746754499;176560;barcode
3235812;AZT;CMA;LT;LT;676280018402;170258;barcode
3235813;AZT;CMA;LT;LT;676280027091;170259;barcode
3235815;AZT;CMA;LT;LT;880921189303;135604;barcode
3235816;AZT;CMA;LT;LT;066117601263;170420;barcode
3235817;AZT;CMA;LT;LT;066117601264;170421;barcode
3235818;AZT;CMA;LT;LT;066117601276;170431;barcode
3235819;AZT;CMA;LT;LT;851325002008;167216;barcode
3235820;AZT;CMA;LT;LT;851325002107;167223;barcode
3235821;AZT;CMA;LT;LT;851325002251;167219;barcode
3235825;AZT;CMA;LT;LT;501920500232;181308;barcode
3235830;AZT;CMA;LT;LT;340139879844;181230;barcode
3235831;AZT;CMA;LT;LT;24818;151814;barcode
3235832;AZT;CMA;LT;LT;768455050390;83537;barcode
3235833;AZT;CMA;LT;LT;400163809571;171693;barcode
3235834;AZT;BNU;LT;LT;590763693423;10070451;barcode
3235836;AZT;CMA;LT;LT;011327;167962;barcode
3235837;AZT;CMA;LT;LT;383004494745;168834;barcode
3235840;AZT;CMA;LT;LT;087614018775;151813;barcode
3235842;AZT;BNU;LT;LT;401347410730;10061349;barcode
3235843;AZT;CMA;LT;LT;340138140717;181235;barcode
3235851;AZT;CMA;LT;LT;805534870000;93907;barcode
3235853;AZT;CMA;LT;LT;501183115403;155716;barcode
3235854;AZT;CMA;LT;LT;501183115403;160691;barcode
3235855;AZT;CMA;LT;LT;501183115403;166810;barcode
3235859;AZT;CMA;LT;LT;400099;171306;barcode
3235861;AZT;CMA;LT;LT;200686;87647;barcode
3235862;AZT;CMA;LT;LT;400580018100;172019;barcode
3235865;AZT;CMA;LT;LT;400163853008;171688;barcode
3235869;AZT;CMA;LT;LT;219973;166740;barcode
3235872;AZT;CMA;LT;LT;843657163127;171255;barcode
3235873;AZT;CMA;LT;LT;366236100191;181231;barcode
3235876;AZT;CMA;LT;LT;506006852702;85646;barcode
3235877;AZT;CMA;LT;LT;506006852704;96379;barcode
3235881;AZT;CMA;LT;LT;085694000644;102451;barcode
3235882;AZT;CMA;LT;LT;085694000645;102452;barcode
3235883;AZT;CMA;LT;LT;357466023452;181259;barcode
3235884;AZT;GIN;LT;LT;357466136405;39521;barcode
3235885;AZT;BNU;LT;LT;357466136405;10001651;barcode
3235890;AZT;CMA;LT;LT;475101801003;171230;barcode
3235891;AZT;CMA;LT;LT;570997609620;171174;barcode
3235896;AZT;CMA;LT;LT;221237;171173;barcode
3235904;AZT;CMA;LT;LT;221236;171172;barcode
3235908;AZT;CMA;LT;LT;221505;171115;barcode
3235909;AZT;CMA;LT;LT;221502;171112;barcode
3235912;AZT;CMA;LT;LT;221503;171113;barcode
3235913;AZT;CMA;LT;LT;221504;171114;barcode
3235916;AZT;CMA;LT;LT;221519;171164;barcode
3235919;AZT;CMA;LT;LT;220924;104133;barcode
3235926;AZT;CMA;LT;LT;221516;171161;barcode
3235928;AZT;GIN;LT;LT;222289;36083;barcode
3235929;AZT;CMA;LT;LT;222289;169799;barcode
3235931;AZT;CMA;LT;LT;222282;169802;barcode
3235933;AZT;CMA;LT;LT;506041267772;104816;barcode
3235935;AZT;CMA;LT;LT;222206;160034;barcode
3235936;AZT;CMA;LT;LT;222206;166156;barcode
3235943;AZT;CMA;LT;LT;221756;170875;barcode
3235948;AZT;CMA;LT;LT;220994;170852;barcode
3235950;AZT;GIN;LT;LT;222291;36090;barcode
3235951;AZT;CMA;LT;LT;222291;169800;barcode
3235954;AZT;CMA;LT;LT;871026702043;169981;barcode
3235956;AZT;CMA;LT;LT;221501;170366;barcode
3235958;AZT;CMA;LT;LT;221773;171233;barcode
3235959;AZT;BNU;LT;LT;221773;10080633;barcode
3235964;AZT;CMA;LT;LT;222541;150949;barcode
3235976;AZT;GIN;LT;LT;222163;39363;barcode
3235990;AZT;CMA;LT;LT;506041267762;104855;barcode
3235995;AZT;CMA;LT;LT;221621;160514;barcode
3235998;AZT;CMA;LT;LT;222530;150938;barcode
3236014;AZT;CMA;LT;LT;221572;160541;barcode
3236015;AZT;CMA;LT;LT;221572;166663;barcode
3236016;AZT;CMA;LT;LT;222283;171934;barcode
3236021;AZT;CMA;LT;LT;222202;170953;barcode
3236030;AZT;CMA;LT;LT;222557;91240;barcode
3236034;AZT;CMA;LT;LT;221525;171228;barcode
3236036;AZT;CMA;LT;LT;221542;171189;barcode
3236038;AZT;CMA;LT;LT;221627;170163;barcode
3236042;AZT;CMA;LT;LT;222290;169798;barcode
3236043;AZT;CMA;LT;LT;506041267780;104844;barcode
3236046;AZT;CMA;LT;LT;221628;170164;barcode
3236051;AZT;CMA;LT;LT;221626;170168;barcode
3236055;AZT;CMA;LT;LT;222207;155104;barcode
3236056;AZT;CMA;LT;LT;222207;160035;barcode
3236057;AZT;CMA;LT;LT;222207;166157;barcode
3236060;AZT;CMA;LT;LT;221506;170165;barcode
3236064;AZT;CMA;LT;LT;222127;171703;barcode
3236079;AZT;GIN;LT;LT;222162;39362;barcode
3236080;AZT;CMA;LT;LT;87614010090;171020;barcode
3236082;AZT;CMA;LT;LT;221569;155562;barcode
3236083;AZT;CMA;LT;LT;221569;160540;barcode
3236084;AZT;CMA;LT;LT;221569;166662;barcode
3236101;AZT;CMA;LT;LT;221579;160543;barcode
3236102;AZT;CMA;LT;LT;221579;166665;barcode
3236104;AZT;CMA;LT;LT;221624;170166;barcode
3236106;AZT;GIN;LT;LT;222167;34153;barcode
3236108;AZT;CMA;LT;LT;222562;92470;barcode
3236114;AZT;CMA;LT;LT;222551;111358;barcode
3236128;AZT;CMA;LT;LT;506041267764;104803;barcode
3236130;AZT;CMA;LT;LT;221577;160542;barcode
3236131;AZT;CMA;LT;LT;221577;166664;barcode
3236135;AZT;CMA;LT;LT;222444;171681;barcode
3236136;AZT;CMA;LT;LT;222556;91245;barcode
3236138;AZT;CMA;LT;LT;222626;171271;barcode
3236140;AZT;CMA;LT;LT;220206;171235;barcode
3236142;AZT;CMA;LT;LT;221625;170167;barcode
3236144;AZT;CMA;LT;LT;221770;171232;barcode
3236145;AZT;BNU;LT;LT;221771;10080631;barcode
3236147;AZT;BNU;LT;LT;221772;10080632;barcode
3236154;AZT;CMA;LT;LT;087614018720;171022;barcode
3236159;AZT;CMA;LT;LT;087614113524;171042;barcode
3236166;AZT;CMA;LT;LT;222663;171991;barcode
3236170;AZT;CMA;LT;LT;070942304795;92777;barcode
3236171;AZT;CMA;LT;LT;366236100196;181225;barcode
3236173;AZT;CMA;LT;LT;070942303132;90762;barcode
3236174;AZT;CMA;LT;LT;732013301354;165670;barcode
3236179;AZT;CMA;LT;LT;221786;170348;barcode
3236180;AZT;CMA;LT;LT;404561200761;144932;barcode
3236182;AZT;CMA;LT;LT;570997627920;171950;barcode
3236184;AZT;CMA;LT;LT;732013250218;114013;barcode
3236186;AZT;CMA;LT;LT;366236100194;178515;barcode
3236187;AZT;CMA;LT;LT;340136023757;181218;barcode
3236188;AZT;CMA;LT;LT;475102853597;171853;barcode
3236190;AZT;CMA;LT;LT;732013202729;166362;barcode
3236204;AZT;CMA;LT;LT;502180745510;171968;barcode
3236206;AZT;CMA;LT;LT;732013202774;166370;barcode
3236209;AZT;CMA;LT;LT;087614113326;151812;barcode
3236212;AZT;BNU;LT;LT;333787131660;10004219;barcode
3236213;AZT;GIN;LT;LT;333787131660;20157;barcode
3236214;AZT;CMA;LT;LT;732013202750;166371;barcode
3236217;AZT;CMA;LT;LT;221528;171223;barcode
3236218;AZT;CMA;LT;LT;366143400654;151076;barcode
3236220;AZT;GIN;LT;LT;219582;41836;barcode
3236225;AZT;CMA;LT;LT;073373903212;152202;barcode
3236226;AZT;CMA;LT;LT;732013202743;166368;barcode
3236227;AZT;CMA;LT;LT;732013250171;165978;barcode
3236228;AZT;CMA;LT;LT;732013250171;181258;barcode
3236229;AZT;CMA;LT;LT;340152587653;181232;barcode
3236230;AZT;CMA;LT;LT;219697;171192;barcode
3236232;AZT;GIN;LT;LT;590071715321;23441;barcode
3236233;AZT;CMA;LT;LT;590071715321;92631;barcode
3236238;AZT;CMA;LT;LT;328277004943;171224;barcode
3236239;AZT;CMA;LT;LT;328277004947;171225;barcode
3236241;AZT;CMA;LT;LT;220147;181224;barcode
3236242;AZT;CMA;LT;LT;732013250119;166369;barcode
3236243;AZT;CMA;LT;LT;732013301415;150102;barcode
3236244;AZT;CMA;LT;LT;400163809398;171687;barcode
3236245;AZT;CMA;LT;LT;340136008406;181240;barcode
3236252;AZT;CMA;LT;LT;400163850149;171689;barcode
3236253;AZT;CMA;LT;LT;072239311394;152120;barcode
3236255;AZT;CMA;LT;LT;221541;171188;barcode
3236262;AZT;BNU;LT;LT;220165;10080630;barcode
3236266;AZT;CMA;LT;LT;501920501385;181307;barcode
3236267;AZT;CMA;LT;LT;366146700075;174684;barcode
3236274;AZT;CMA;LT;LT;366236100159;171252;barcode
3236278;AZT;CMA;LT;LT;732254115199;106885;barcode
3236281;AZT;CMA;LT;LT;590071715471;106297;barcode
3236282;AZT;GIN;LT;LT;590071715471;20527;barcode
3236283;AZT;GIN;LT;LT;590071715481;20528;barcode
3236284;AZT;CMA;LT;LT;590071715481;106275;barcode
3236287;AZT;CMA;LT;LT;732013203122;166366;barcode
3236292;AZT;CMA;LT;LT;221531;171084;barcode
3236293;AZT;CMA;LT;LT;805287905052;171290;barcode
3236295;AZT;CMA;LT;LT;400163850198;171691;barcode
3236296;AZT;CMA;LT;LT;328277007314;171289;barcode
3236297;AZT;CMA;LT;LT;732013301392;150106;barcode
3236298;AZT;CMA;LT;LT;732013202712;166365;barcode
3236302;AZT;CMA;LT;LT;502180700639;171973;barcode
3236304;AZT;CMA;LT;LT;366146700174;174685;barcode
3236306;AZT;CMA;LT;LT;070942303200;91088;barcode
3236313;AZT;CMA;LT;LT;221529;171082;barcode
3236316;AZT;CMA;LT;LT;221530;171083;barcode
3236318;AZT;CMA;LT;LT;220492;167338;barcode
3236326;AZT;CMA;LT;LT;219885;171990;barcode
3236328;AZT;CMA;LT;LT;220498;171190;barcode
3236331;AZT;CMA;LT;LT;219584;170099;barcode
3236335;AZT;CMA;LT;LT;221527;171080;barcode
3236340;AZT;CMA;LT;LT;221758;176594;barcode
3236341;AZT;CMA;LT;LT;221639;94700;barcode
3236345;AZT;CMA;LT;LT;222098;171155;barcode
3236346;AZT;CMA;LT;LT;732013301439;150105;barcode
3236347;AZT;CMA;LT;LT;328277020944;171219;barcode
3236348;AZT;CMA;LT;LT;328277002595;171279;barcode
3236350;AZT;CMA;LT;LT;328277003715;171222;barcode
3236351;AZT;CMA;LT;LT;477902109047;152919;barcode
3236353;AZT;CMA;LT;LT;072239314852;152117;barcode
3236354;AZT;CMA;LT;LT;072239308318;152129;barcode
3236355;AZT;CMA;LT;LT;072239314845;152118;barcode
3236356;AZT;CMA;LT;LT;502180745290;171971;barcode
3236359;AZT;CMA;LT;LT;220003;169775;barcode
3236364;AZT;CMA;LT;LT;500044300929;181319;barcode
3236372;AZT;CMA;LT;LT;072239315774;152123;barcode
3236373;AZT;CMA;LT;LT;222468;170978;barcode
3236377;AZT;GIN;LT;LT;734007471307;31859;barcode
3236379;AZT;CMA;LT;LT;883205101617;166888;barcode
3236381;AZT;CMA;LT;LT;501920501204;181311;barcode
3236391;AZT;CMA;LT;LT;676280010581;170262;barcode
3236393;AZT;CMA;LT;LT;222469;170979;barcode
3236395;AZT;CMA;LT;LT;222465;170221;barcode
3236402;AZT;CMA;LT;LT;220471;171156;barcode
3236403;AZT;CMA;LT;LT;570997612860;171955;barcode
3236405;AZT;CMA;LT;LT;871026702825;165552;barcode
3236407;AZT;CMA;LT;LT;732013202842;166372;barcode
3236408;AZT;CMA;LT;LT;087614025186;151815;barcode
3236409;AZT;CMA;LT;LT;805287905051;171291;barcode
3236418;AZT;CMA;LT;LT;222200;171928;barcode
3236420;AZT;CMA;LT;LT;087614110158;151817;barcode
3236423;AZT;CMA;LT;LT;072239318935;152116;barcode
3236424;AZT;CMA;LT;LT;073373900367;152201;barcode
3236430;AZT;CMA;LT;LT;211874;168974;barcode
3236431;AZT;CMA;LT;LT;220499;171191;barcode
3236434;AZT;CMA;LT;LT;221534;171956;barcode
3236435;AZT;CMA;LT;LT;221534;172103;barcode
3236439;AZT;CMA;LT;LT;570997606120;171952;barcode
3236442;AZT;CMA;LT;LT;501920501303;181303;barcode
3236443;AZT;CMA;LT;LT;502180745107;171972;barcode
3236445;AZT;CMA;LT;LT;220469;171269;barcode
3236449;AZT;CMA;LT;LT;222244;169870;barcode
3236452;AZT;CMA;LT;LT;357466052013;181261;barcode
3236456;AZT;CMA;LT;LT;220145;181223;barcode
3236460;AZT;CMA;LT;LT;221757;176593;barcode
3236462;AZT;CMA;LT;LT;221759;176595;barcode
3236469;AZT;CMA;LT;LT;502180745035;171965;barcode
3236471;AZT;CMA;LT;LT;501920500106;181313;barcode
3236477;AZT;GIN;LT;LT;704611003378;31404;barcode
3236478;AZT;CMA;LT;LT;704611003378;171170;barcode
3236481;AZT;CMA;LT;LT;205467;94077;barcode
3236483;AZT;CMA;LT;LT;070942507233;106581;barcode
3236486;AZT;CMA;LT;LT;221518;171163;barcode
3236491;AZT;CMA;LT;LT;501920501458;181304;barcode
3236492;AZT;CMA;LT;LT;502180700630;171974;barcode
3236494;AZT;CMA;LT;LT;87614116136;171024;barcode
3236498;AZT;CMA;LT;LT;222285;171131;barcode
3236499;AZT;CMA;LT;LT;205528;142999;barcode
3236503;AZT;CMA;LT;LT;805177052029;171848;barcode
3236504;AZT;CMA;LT;LT;087614060101;151810;barcode
3236508;AZT;CMA;LT;LT;859602401868;181354;barcode
3236509;AZT;CMA;LT;LT;087614027302;171041;barcode
3236510;AZT;CMA;LT;LT;222474;170868;barcode
3236512;AZT;CMA;LT;LT;328277020468;171226;barcode
3236513;AZT;CMA;LT;LT;205468;94076;barcode
3236514;AZT;CMA;LT;LT;221629;171287;barcode
3236516;AZT;CMA;LT;LT;300651507232;113788;barcode
3236519;AZT;CMA;LT;LT;221787;170351;barcode
3236525;AZT;CMA;LT;LT;100902697679;164714;barcode
3236527;AZT;CMA;LT;LT;501920500037;181312;barcode
3236531;AZT;CMA;LT;LT;590431655904;171272;barcode
3236535;AZT;CMA;LT;LT;087614113623;171017;barcode
3236536;AZT;CMA;LT;LT;502180745093;171966;barcode
3236540;AZT;CMA;LT;LT;764016048020;155529;barcode
3236541;AZT;CMA;LT;LT;764016048020;160507;barcode
3236542;AZT;CMA;LT;LT;764016048020;166629;barcode
3236546;AZT;CMA;LT;LT;539152094881;171154;barcode
3236557;AZT;CMA;LT;LT;590620400177;171242;barcode
3236558;AZT;CMA;LT;LT;826788;97867;barcode
3236561;AZT;CMA;LT;LT;477154422617;171915;barcode
3236567;AZT;CMA;LT;LT;222245;169872;barcode
3236571;AZT;CMA;LT;LT;822819;181318;barcode
3236578;AZT;CMA;LT;LT;8901138511470;151816;barcode
3236580;AZT;CMA;LT;LT;380003871134;171205;barcode
3236582;AZT;CMA;LT;LT;073373904721;152583;barcode
3236584;AZT;CMA;LT;LT;073373903775;152196;barcode
3236585;AZT;CMA;LT;LT;222475;170872;barcode
3236591;AZT;CMA;LT;LT;076845505038;97902;barcode
3236592;AZT;CMA;LT;LT;477902109032;164212;barcode
3236594;AZT;CMA;LT;LT;222199;171911;barcode
3236596;AZT;CMA;LT;LT;204799;93507;barcode
3236597;AZT;CMA;LT;LT;204800;93508;barcode
3236599;AZT;CMA;LT;LT;204801;93509;barcode
3236600;AZT;CMA;LT;LT;204803;93511;barcode
3236602;AZT;CMA;LT;LT;204804;111787;barcode
3236604;AZT;CMA;LT;LT;204805;93518;barcode
3236605;AZT;CMA;LT;LT;204806;93520;barcode
3236606;AZT;CMA;LT;LT;204807;93521;barcode
3236607;AZT;CMA;LT;LT;206057;95377;barcode
3236608;AZT;CMA;LT;LT;204812;93524;barcode
3236612;AZT;CMA;LT;LT;768455075300;86521;barcode
3236613;AZT;CMA;LT;LT;225741;92112;barcode
3236623;AZT;CMA;LT;LT;206056;94479;barcode
3236624;AZT;CMA;LT;LT;222476;170870;barcode
3236627;AZT;CMA;LT;LT;477902109130;164304;barcode
3236629;AZT;CMA;LT;LT;072239318881;152127;barcode
3236631;AZT;CMA;LT;LT;221532;171072;barcode
3236633;AZT;CMA;LT;LT;221533;171073;barcode
3236636;AZT;CMA;LT;LT;475074300113;171850;barcode
3236652;AZT;CMA;LT;LT;221596;171181;barcode
3236656;AZT;CMA;LT;LT;222470;170871;barcode
3236657;AZT;CMA;LT;LT;222473;170873;barcode
3236661;AZT;CMA;LT;LT;222566;171976;barcode
3236668;AZT;CMA;LT;LT;502180745975;171975;barcode
3236670;AZT;CMA;LT;LT;222201;169795;barcode
3236671;AZT;CMA;LT;LT;768455050468;130972;barcode
3236673;AZT;CMA;LT;LT;205526;94065;barcode
3236674;AZT;CMA;LT;LT;502180745188;171969;barcode
3236675;AZT;GIN;LT;LT;219557;40614;barcode
3236676;AZT;CMA;LT;LT;990040;84614;barcode
3236677;AZT;CMA;LT;LT;087614014241;151811;barcode
3236681;AZT;CMA;LT;LT;204818;96453;barcode
3236683;AZT;CMA;LT;LT;204819;93525;barcode
3236685;AZT;CMA;LT;LT;205466;94078;barcode
3236686;AZT;CMA;LT;LT;205527;95352;barcode
3236687;AZT;CMA;LT;LT;222173;155740;barcode
3236688;AZT;CMA;LT;LT;222173;160714;barcode
3236689;AZT;CMA;LT;LT;222173;166833;barcode
3236693;AZT;CMA;LT;LT;220451;171200;barcode
3236695;AZT;CMA;LT;LT;222284;171128;barcode
3236696;AZT;CMA;LT;LT;225746;92474;barcode
3236697;AZT;CMA;LT;LT;204802;93510;barcode
3236698;AZT;CMA;LT;LT;222471;170874;barcode
3236699;AZT;CMA;LT;LT;222472;170869;barcode
3236700;AZT;CMA;LT;LT;222490;171293;barcode
3236701;AZT;CMA;LT;LT;502180745400;171963;barcode
3236702;AZT;CMA;LT;LT;590051669169;169182;barcode
3236703;AZT;CMA;LT;LT;4061083;171305;barcode
3236708;AZT;CMA;LT;LT;219883;171988;barcode
3236710;AZT;CMA;LT;LT;328277014497;171221;barcode
3236712;AZT;CMA;LT;LT;219884;171989;barcode
3236713;AZT;CMA;LT;LT;221517;171162;barcode
3236720;AZT;BNU;LT;LT;908888245174;10061325;barcode
3236722;AZT;CMA;LT;LT;220185;171169;barcode
3236726;AZT;CMA;LT;LT;215986;176572;barcode
3236729;AZT;CMA;LT;LT;221780;171193;barcode
3236734;AZT;CMA;LT;LT;221630;171198;barcode
3236735;AZT;CMA;LT;LT;502126522103;87547;barcode
3236736;AZT;CMA;LT;LT;222467;170980;barcode
3236737;AZT;CMA;LT;LT;400580018051;181253;barcode
3236745;AZT;GIN;LT;LT;734007471206;31849;barcode
3236746;AZT;GIN;LT;LT;734007471207;31850;barcode
3236747;AZT;GIN;LT;LT;734007471212;31853;barcode
3236748;AZT;GIN;LT;LT;734007471215;31855;barcode
3236760;AZT;CMA;LT;LT;404622211416;171929;barcode
3236781;AZT;CMA;LT;LT;208485;168715;barcode
3236782;AZT;CMA;LT;LT;366236100125;181219;barcode
3236783;AZT;CMA;LT;LT;570997627950;171949;barcode
3236786;AZT;CMA;LT;LT;212354;105057;barcode
3236789;AZT;CMA;LT;LT;222464;170220;barcode
3236796;AZT;GIN;LT;LT;222164;38859;barcode
3236801;AZT;CMA;LT;LT;222203;170951;barcode
3236806;AZT;CMA;LT;LT;222292;169801;barcode
3236807;AZT;CMA;LT;LT;074227147713;170283;barcode
3236810;AZT;CMA;LT;LT;221010;151690;barcode
3236813;AZT;CMA;LT;LT;475083700101;171209;barcode
3236844;AZT;CMA;LT;LT;222466;170222;barcode
3236846;AZT;CMA;LT;LT;333787241199;181252;barcode
3236857;AZT;CMA;LT;LT;221535;171957;barcode
3236858;AZT;CMA;LT;LT;221535;172104;barcode
3236862;AZT;GIN;LT;LT;506500256334;38403;barcode
3238025;AZT;CMA;LT;LT;219603;167288;barcode
3238034;AZT;CMA;LT;LT;570207931112;86603;barcode
3238036;AZT;CMA;LT;LT;401154801421;97889;barcode
3238039;AZT;CMA;LT;LT;219818;181365;barcode
3239273;AZT;NTN;LT;LT;871010363326;606175;barcode
3239274;AZT;NTN;LT;LT;520127907454;16077032;barcode
3239279;AZT;NTN;LT;LT;333787241033;15736426;barcode
3239280;AZT;NTN;LT;LT;410304089791;498442;barcode
3239281;AZT;NTN;LT;LT;366143400879;421491;barcode
3239282;AZT;NTN;LT;LT;333787241261;72741;barcode
3239286;AZT;NTN;LT;LT;333822100598;16204051;barcode
3239287;AZT;NTN;LT;LT;697045003860;15989028;barcode
3239288;AZT;NTN;LT;LT;333822100292;16008666;barcode
3239289;AZT;NTN;LT;LT;350824000584;15803061;barcode
3239290;AZT;NTN;LT;LT;505621780572;16130847;barcode
3239294;AZT;NTN;LT;LT;333822100328;15992239;barcode
3239295;AZT;NTN;LT;LT;350824000765;16005022;barcode
3239296;AZT;NTN;LT;LT;350824000699;16004636;barcode
3239297;AZT;NTN;LT;LT;350824000695;16001980;barcode
3239301;AZT;NTN;LT;LT;590169181188;16082340;barcode
3239303;AZT;NTN;LT;LT;501072452750;486198;barcode
3239304;AZT;NTN;LT;LT;340156449729;528910;barcode
3239305;AZT;NTN;LT;LT;340152854634;15735429;barcode
3239306;AZT;NTN;LT;LT;350824000184;15656730;barcode
3239307;AZT;NTN;LT;LT;896364002374;547684;barcode
3239308;AZT;NTN;LT;LT;520127907222;16027989;barcode
3239309;AZT;NTN;LT;LT;571191416046;16027608;barcode
3239310;AZT;NTN;LT;LT;590527907023;15770081;barcode
3239311;AZT;NTN;LT;LT;800109097045;16077551;barcode
3239312;AZT;NTN;LT;LT;506046666302;16140506;barcode
3239313;AZT;NTN;LT;LT;871918945138;15792295;barcode
3239314;AZT;NTN;LT;LT;326468002314;16033060;barcode
3239315;AZT;NTN;LT;LT;501012370804;418864;barcode
3239316;AZT;NTN;LT;LT;328277014661;16113870;barcode
3239317;AZT;NTN;LT;LT;800561050142;15956143;barcode
3239318;AZT;NTN;LT;LT;333822100330;15992233;barcode
3239319;AZT;NTN;LT;LT;333822100377;16007000;barcode
3239320;AZT;NTN;LT;LT;328277020811;16004047;barcode
3239324;AZT;NTN;LT;LT;505621780322;16130787;barcode
3239331;AZT;NTN;LT;LT;357466002809;498407;barcode
3239332;AZT;NTN;LT;LT;880619403856;16084442;barcode
3239333;AZT;NTN;LT;LT;731785114510;16078431;barcode
3239334;AZT;NTN;LT;LT;370028170277;16036525;barcode
3239335;AZT;NTN;LT;LT;370028170419;16042054;barcode
3239336;AZT;NTN;LT;LT;871932531714;15965299;barcode
3239337;AZT;NTN;LT;LT;842007518036;16143190;barcode
3239339;AZT;NTN;LT;LT;764016232680;16136565;barcode
3239340;AZT;NTN;LT;LT;475222300669;16107137;barcode
3239341;AZT;NTN;LT;LT;475222300053;16084469;barcode
3239342;AZT;NTN;LT;LT;475222300049;16084577;barcode
3239343;AZT;NTN;LT;LT;475222300045;16085122;barcode
3239344;AZT;NTN;LT;LT;354055001040;16116438;barcode
3239345;AZT;CMA;LT;LT;800367081575;181435;barcode
3239346;AZT;NTN;LT;LT;357466153356;16035562;barcode
3239348;AZT;NTN;LT;LT;402082971123;16017526;barcode
3239349;AZT;NTN;LT;LT;370028170321;16029072;barcode
